,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid
1541,1541,1541,1541,Autophagy inhibition and antimalarials promote cell death in gastrointestinal stromal tumor (GIST),Anu Gupta; Srirupa Roy; Alexander J. F. Lazar; Wei-Lien Wang; John C. McAuliffe; David Reynoso; James McMahon; Takahiro Taguchi; Giuseppe Floris; Maria Debiec-Rychter; Patrick Schőffski; Jonathan A. Trent; Jayanta Debnath; and Brian P. Rubin,Anu Gupta,August 10; 2010 ,Medical Sciences,102.0,0,0,0,0
1542,1542,1542,1542,Identification of a microRNA signature of renal ischemia reperfusion injury,Jonathan G. Godwin; Xupeng Ge; Kristin Stephan; Anke Jurisch; Stefan G. Tullius; and John Iacomini,Jonathan G. Godwin,August 10; 2010 ,Medical Sciences,203.0,0,0,0,0
1543,1543,1543,1543,Bone marrow transplantation restores epidermal basement membrane protein expression and rescues epidermolysis bullosa model mice,Yasuyuki Fujita; Riichiro Abe; Daisuke Inokuma; Mikako Sasaki; Daichi Hoshina; Ken Natsuga; Wataru Nishie; James R. McMillan; Hideki Nakamura; Tadamichi Shimizu; Masashi Akiyama; Daisuke Sawamura; and Hiroshi Shimizu,Yasuyuki Fujita,August 10; 2010 ,Medical Sciences,33.0,0,0,0,0
1544,1544,1544,1544,Treating gout with pegloticase; a PEGylated urate oxidase; provides insight into the importance of uric acid as an antioxidant in vivo,Michael S. Hershfield; L. Jackson Roberts II; Nancy J. Ganson; Susan J. Kelly; Ines Santisteban; Edna Scarlett; Denise Jaggers; and John S. Sundy,Michael S. Hershfield,August 10; 2010 ,Medical Sciences,52.0,0,0,0,0
1545,1545,1545,1545,Induction of complete and molecular remissions in acute myeloid leukemia by Wilms’ tumor 1 antigen-targeted dendritic cell vaccination,Viggo F. Van Tendeloo; Ann Van de Velde; Ann Van Driessche; Nathalie Cools; Sébastien Anguille; Kristin Ladell; Emma Gostick; Katrien Vermeulen; Katrien Pieters; Griet Nijs; Barbara Stein; Evelien L. Smits; Wilfried A. Schroyens; Alain P. Gadisseur; Inge Vrelust; Philippe G. Jorens; Herman Goossens; I. Jolanda de Vries; David A. Price; Yusuke Oji; Yoshihiro Oka; Haruo Sugiyama; and Zwi N. Berneman,Viggo F. Van Tendeloo,August 3; 2010 ,Medical Sciences,192.0,0,0,0,0
1546,1546,1546,1546,Combined agonist–antagonist genome-wide functional screening identifies broadly active antiviral microRNAs,Diwakar Santhakumar; Thorsten Forster; Nouf N. Laqtom; Rennos Fragkoudis; Paul Dickinson; Cei Abreu-Goodger; Sergei A. Manakov; Nila Roy Choudhury; Samantha J. Griffiths; Annaleen Vermeulen; Anton J. Enright; Bernadette Dutia; Alain Kohl; Peter Ghazal; and Amy H. Buck,Diwakar Santhakumar,August 3; 2010 ,Medical Sciences,67.0,0,0,0,0
1547,1547,1547,1547,Therapeutic potential of a synthetic lethal interaction between the MYC proto-oncogene and inhibition of aurora-B kinase,Dun Yang; Hong Liu; Andrei Goga; Suwon Kim; Mariia Yuneva; and J. Michael Bishop,Dun Yang,August 3; 2010 ,Medical Sciences,94.0,0,0,0,0
1548,1548,1548,1548,RNAi screen for telomerase reverse transcriptase transcriptional regulators identifies HIF1α as critical for telomerase function in murine embryonic stem cells,Matthew Coussens; Philip Davy; Lancer Brown; Christopher Foster; William H. Andrews; Melissa Nagata; and Richard Allsopp,Matthew Coussens,August 3; 2010 ,Medical Sciences,27.0,0,0,0,0
1549,1549,1549,1549,Alterations in the immuno-skeletal interface drive bone destruction in HIV-1 transgenic rats,Tatyana Vikulina; Xian Fan; Masayoshi Yamaguchi; Susanne Roser-Page; Majd Zayzafoon; David M. Guidot; Ighovwerha Ofotokun; and M. Neale Weitzmann,Tatyana Vikulina,August 3; 2010 ,Medical Sciences,69.0,0,0,0,0
1550,1550,1550,1550,Regulation of NF-κB activity and inducible nitric oxide synthase by regulatory particle non-ATPase subunit 13 (Rpn13),Tuhina Mazumdar; F. Murat Gorgun; Youbao Sha; Alexey Tyryshkin; Shenyan Zeng; Rasmus Hartmann-Petersen; Jakob Ploug Jørgensen; Klavs B. Hendil; and N. Tony Eissa,Tuhina Mazumdar,August 3; 2010 ,Medical Sciences,38.0,0,0,0,0
1551,1551,1551,1551,Regulator of G protein signaling 5 protects against cardiac hypertrophy and fibrosis during biomechanical stress of pressure overload,Hongliang Li; Chengwei He; Jinhua Feng; Yan Zhang; Qizhu Tang; Zhouyan Bian; Xue Bai; Heng Zhou; Hong Jiang; Scott P. Heximer; Mu Qin; He Huang; Peter. P. Liu; and Congxin Huang,Hongliang Li,August 3; 2010 ,Medical Sciences,83.0,0,0,0,0
1552,1552,1552,1552,Coupling growth-factor engineering with nanotechnology for therapeutic angiogenesis,Rituparna Sinha Roy; Shivani Soni; Rania Harfouche; Pooja R. Vasudevan; Oliver Holmes; Hugo de Jonge; Arthur Rowe; Abhimanyu Paraskar; Dirk M. Hentschel; Dimitri Chirgadze; Tom L. Blundell; Ermanno Gherardi; Raghunath A. Mashelkar; and Shiladitya Sengupta,Rituparna Sinha Roy,August 3; 2010 ,Medical Sciences,17.0,0,0,0,0
1553,1553,1553,1553,Osteoinductive ceramics as a synthetic alternative to autologous bone grafting,Huipin Yuan; Hugo Fernandes; Pamela Habibovic; Jan de Boer; Ana M. C. Barradas; Ad de Ruiter; William R. Walsh; Clemens A. van Blitterswijk; and Joost D. de Bruijn,Huipin Yuan,August 3; 2010 ,Medical Sciences,326.0,0,0,0,0
1554,1554,1554,1554,Mammalian life-span determinant p66shcA mediates obesity-induced insulin resistance,Sofia Chiatamone Ranieri; Salvatore Fusco; Emiliano Panieri; Valentina Labate; Marina Mele; Valentina Tesori; Anna Maria Ferrara; Giuseppe Maulucci; Marco De Spirito; Giuseppe Ettore Martorana; Tommaso Galeotti; and Giovambattista Pani,Sofia Chiatamone Ranieri,July 27; 2010 ,Medical Sciences,66.0,0,0,0,0
1555,1555,1555,1555,Reversal of hyperglycemia in diabetic mouse models using induced-pluripotent stem (iPS)-derived pancreatic β-like cells,Zaida Alipio; Wenbin Liao; Elizabeth J. Roemer; Milton Waner; Louis M. Fink; David C. Ward; and Yupo Ma,Zaida Alipio,July 27; 2010 ,Medical Sciences,148.0,0,0,0,0
1556,1556,1556,1556,Arsenic antagonizes the Hedgehog pathway by preventing ciliary accumulation and reducing stability of the Gli2 transcriptional effector,Jynho Kim; John J. Lee; James Kim; Dale Gardner; and Philip A. Beachy,Jynho Kim,July 27; 2010 ,Medical Sciences,166.0,0,0,0,0
1557,1557,1557,1557,Notch2 is required for progression of pancreatic intraepithelial neoplasia and development of pancreatic ductal adenocarcinoma,Pawel K. Mazur; Henrik Einwächter; Marcel Lee; Bence Sipos; Hassan Nakhai; Roland Rad; Ursula Zimber-Strobl; Lothar J. Strobl; Freddy Radtke; Günter Klöppel; Roland M. Schmid; and Jens T. Siveke,Pawel K. Mazur,July 27; 2010 ,Medical Sciences,117.0,0,0,0,0
1558,1558,1558,1558,E3 ubiquitin ligase Mule ubiquitinates Miz1 and is required for TNFα-induced JNK activation,Yi Yang; HanhChi Do; Xuejun Tian; Chaozheng Zhang; Xinyuan Liu; Laura A. Dada; Jacob I. Sznajder; and Jing Liu,Yi Yang,July 27; 2010 ,Medical Sciences,13.0,0,0,0,0
1559,1559,1559,1559,MicroRNA-10a regulation of proinflammatory phenotype in athero-susceptible endothelium in vivo and in vitro,Yun Fang; Congzhu Shi; Elisabetta Manduchi; Mete Civelek; and Peter F. Davies,Yun Fang,July 27; 2010 ,Medical Sciences,272.0,0,0,0,0
1560,1560,1560,1560,Topological optimization for designing patient-specific large craniofacial segmental bone replacements,Alok Sutradhar; Glaucio H. Paulino; Michael J. Miller; and Tam H. Nguyen,Alok Sutradhar,July 27; 2010 ,Medical Sciences,31.0,0,0,0,0
1561,1561,1561,1561,Extranuclear estrogen receptor-α stimulates NeuroD1 binding to the insulin promoter and favors insulin synthesis,Winifred P. S. Wong; Joseph P. Tiano; Suhuan Liu; Sylvia C. Hewitt; Cedric Le May; Stéphane Dalle; John A. Katzenellenbogen; Benita S. Katzenellenbogen; Kenneth S. Korach; and Franck Mauvais-Jarvis,Winifred P. S. Wong,July 20; 2010 ,Medical Sciences,69.0,0,0,0,0
1562,1562,1562,1562,Inactivation of chemokine (C-C motif) receptor 1 (CCR1) suppresses colon cancer liver metastasis by blocking accumulation of immature myeloid cells in a mouse model,Takanori Kitamura; Teruaki Fujishita; Pius Loetscher; Laszlo Revesz; Hiroki Hashida; Shinae Kizaka-Kondoh; Masahiro Aoki; and Makoto M. Taketo,Takanori Kitamura,July 20; 2010 ,Medical Sciences,70.0,0,0,0,0
1563,1563,1563,1563,Efficacy of bortezomib in a direct xenograft model of primary effusion lymphoma,Kristopher A. Sarosiek; Lucas E. Cavallin; Shruti Bhatt; Ngoc L. Toomey; Yasodha Natkunam; Wilfredo Blasini; Andrew J. Gentles; Juan Carlos Ramos; Enrique A. Mesri; and Izidore S. Lossos,Kristopher A. Sarosiek,July 20; 2010 ,Medical Sciences,46.0,0,0,0,0
1564,1564,1564,1564,The Bruton tyrosine kinase inhibitor PCI-32765 blocks B-cell activation and is efficacious in models of autoimmune disease and B-cell malignancy,Lee A. Honigberg; Ashley M. Smith; Mint Sirisawad; Erik Verner; David Loury; Betty Chang; Shyr Li; Zhengying Pan; Douglas H. Thamm; Richard A. Miller; and Joseph J. Buggy,Lee A. Honigberg,July 20; 2010 ,Medical Sciences,665.0,0,0,0,0
1565,1565,1565,1565,Array comparative genomic hybridization-based characterization of genetic alterations in pulmonary neuroendocrine tumors,Johannes Voortman; Jih-Hsiang Lee; Jonathan Keith Killian; Miia Suuriniemi; Yonghong Wang; Marco Lucchi; William I. Smith Jr.; Paul Meltzer; Yisong Wang; and Giuseppe Giaccone,Johannes Voortman,July 20; 2010 ,Medical Sciences,77.0,0,0,0,0
1566,1566,1566,1566,c-Ret–mediated hearing loss in mice with Hirschsprung disease,Nobutaka Ohgami; Michiru Ida-Eto; Takashi Shimotake; Naomi Sakashita; Michihiko Sone; Tsutomu Nakashima; Keiji Tabuchi; Tomofumi Hoshino; Atsuyoshi Shimada; Toyonori Tsuzuki; Masahiko Yamamoto; Gen Sobue; Mayumi Jijiwa; Naoya Asai; Akira Hara; Masahide Takahashi; and Masashi Kato,Nobutaka Ohgami,July 20; 2010 ,Medical Sciences,35.0,0,0,0,0
1567,1567,1567,1567,Mutant superoxide dismutase 1-induced IL-1β accelerates ALS pathogenesis,Felix Meissner; Kaaweh Molawi; and Arturo Zychlinsky,Felix Meissner,July 20; 2010 ,Medical Sciences,127.0,0,0,0,0
1568,1568,1568,1568,B-cell signaling networks reveal a negative prognostic human lymphoma cell subset that emerges during tumor progression,Jonathan M. Irish; June H. Myklebust; Ash A. Alizadeh; Roch Houot; Jeff P. Sharman; Debra K. Czerwinski; Garry P. Nolan; and Ronald Levy,Jonathan M. Irish,July 20; 2010 ,Medical Sciences,88.0,0,0,0,0
1569,1569,1569,1569,Chemical genetic strategy identifies histone deacetylase 1 (HDAC1) and HDAC2 as therapeutic targets in sickle cell disease,James E. Bradner; Raymond Mak; Shyam K. Tanguturi; Ralph Mazitschek; Stephen J. Haggarty; Kenneth Ross; Cindy Y. Chang; Jocelyn Bosco; Nathan West; Elizabeth Morse; Katherine Lin; John Paul Shen; Nicholas P. Kwiatkowski; Nele Gheldof; Job Dekker; Daniel J. DeAngelo; Steven A. Carr; Stuart L. Schreiber; Todd R. Golub; and Benjamin L. Ebert,James E. Bradner,July 13; 2010 ,Medical Sciences,108.0,0,0,0,0
1570,1570,1570,1570,Agonist of growth hormone-releasing hormone as a potential effector for survival and proliferation of pancreatic islets,Barbara Ludwig; Christian G. Ziegler; Andrew V. Schally; Claudius Richter; Anja Steffen; Normund Jabs; Richard H. Funk; Mathias D. Brendel; Norman L. Block; Monika Ehrhart-Bornstein; and Stefan R. Bornstein,Barbara Ludwig,July 13; 2010 ,Medical Sciences,34.0,0,0,0,0
1571,1571,1571,1571,Detection of inherited mutations for breast and ovarian cancer using genomic capture and massively parallel sequencing,Tom Walsh; Ming K. Lee; Silvia Casadei; Anne M. Thornton; Sunday M. Stray; Christopher Pennil; Alex S. Nord; Jessica B. Mandell; Elizabeth M. Swisher; and Mary-Claire King,Tom Walsh,July 13; 2010 ,Medical Sciences,250.0,0,0,0,0
1572,1572,1572,1572,Bcl-XL represents a druggable molecular vulnerability during aurora B inhibitor-mediated polyploidization,O. Jameel Shah; Xiaoyu Lin; Leiming Li; Xiaoli Huang; Junling Li; Mark G. Anderson; Hua Tang; Luis E. Rodriguez; Scott E. Warder; Shaun McLoughlin; Jun Chen; Joann Palma; Keith B. Glaser; Cherrie K. Donawho; Stephen W. Fesik; and Yu Shen,O. Jameel Shah,July 13; 2010 ,Medical Sciences,24.0,0,0,0,0
1573,1573,1573,1573,Overexpression of ST6GalNAcV; a ganglioside-specific α2;6-sialyltransferase; inhibits glioma growth in vivo,Roger A. Kroes; Huan He; Mark R. Emmett; Carol L. Nilsson; Franklin E. Leach III; I. Jonathan Amster; Alan G. Marshall; and Joseph R. Moskal,Roger A. Kroes,July 13; 2010 ,Medical Sciences,36.0,0,0,0,0
1574,1574,1574,1574,Cerebral cavernous malformation protein CCM1 inhibits sprouting angiogenesis by activating DELTA-NOTCH signaling,Joycelyn Wüstehube; Arne Bartol; Sven S. Liebler; René Brütsch; Yuan Zhu; Ute Felbor; Ulrich Sure; Hellmut G. Augustin; and Andreas Fischer,Joycelyn Wüstehube,July 13; 2010 ,Medical Sciences,77.0,0,0,0,0
1575,1575,1575,1575,Programmed necrosis induced by asbestos in human mesothelial cells causes high-mobility group box 1 protein release and resultant inflammation,Haining Yang; Zeyana Rivera; Sandro Jube; Masaki Nasu; Pietro Bertino; Chandra Goparaju; Guido Franzoso; Michael T. Lotze; Thomas Krausz; Harvey I. Pass; Marco E. Bianchi; and Michele Carbone,Haining Yang,July 13; 2010 ,Medical Sciences,131.0,0,0,0,0
1576,1576,1576,1576,Harnessing structure-activity relationship to engineer a cisplatin nanoparticle for enhanced antitumor efficacy,Abhimanyu S. Paraskar; Shivani Soni; Kenneth T. Chin; Padmaparna Chaudhuri; Katherine W. Muto; Julia Berkowitz; Michael W. Handlogten; Nathan J. Alves; Basar Bilgicer; Daniela M. Dinulescu; Raghunath A. Mashelkar; and Shiladitya Sengupta,Abhimanyu S. Paraskar,July 13; 2010 ,Medical Sciences,81.0,0,0,0,0
1577,1577,1577,1577,miR-33 links SREBP-2 induction to repression of sterol transporters,Tyler J. Marquart; Ryan M. Allen; Daniel S. Ory; and Ángel Baldán,Tyler J. Marquart,July 6; 2010 ,Medical Sciences,309.0,0,0,0,0
1578,1578,1578,1578,Dual roles of PGE2-EP4 signaling in mouse experimental autoimmune encephalomyelitis,Yoshiyasu Esaki; Youxian Li; Daiji Sakata; Chengcan Yao; Eri Segi-Nishida; Toshiyuki Matsuoka; Kazuhiko Fukuda; and Shuh Narumiya,Yoshiyasu Esaki,July 6; 2010 ,Medical Sciences,71.0,0,0,0,0
1579,1579,1579,1579,Imaging tuberculosis with endogenous β-lactamase reporter enzyme fluorescence in live mice,Ying Kong; Hequan Yao; Hongjun Ren; Selvakumar Subbian; Suat L. G. Cirillo; James C. Sacchettini; Jianghong Rao; and Jeffrey D. Cirillo,Ying Kong,July 6; 2010 ,Medical Sciences,100.0,0,0,0,0
1580,1580,1580,1580,Chronic lymphocytic leukemia modeled in mouse by targeted miR-29 expression,Urmila Santanam; Nicola Zanesi; Alexey Efanov; Stefan Costinean; Alexey Palamarchuk; John P. Hagan; Stefano Volinia; Hansjuerg Alder; Laura Rassenti; Thomas Kipps; Carlo M. Croce; and Yuri Pekarsky,Urmila Santanam,July 6; 2010 ,Medical Sciences,119.0,0,0,0,0
1581,1581,1581,1581,PDGF-CC blockade inhibits pathological angiogenesis by acting on multiple cellular and molecular targets,Xu Hou; Anil Kumar; Chunsik Lee; Bin Wang; Pachiappan Arjunan; Lijin Dong; Arvydas Maminishkis; Zhongshu Tang; Yang Li; Fan Zhang; Shi-Zhuang Zhang; Piotr Wardega; Sagarika Chakrabarty; Baoying Liu; Zhijian Wu; Peter Colosi; Robert N. Fariss; Johan Lennartsson; Robert Nussenblatt; J. Silvio Gutkind; Yihai Cao; and Xuri Li,Xu Hou,July 6; 2010 ,Medical Sciences,45.0,0,0,0,0
1582,1582,1582,1582,International population movements and regional Plasmodium falciparum malaria elimination strategies,Andrew J. Tatem and David L. Smith,Andrew J. Tatem,July 6; 2010 ,Medical Sciences,87.0,0,0,0,0
1583,1583,1583,1583,Overcoming cancer cell resistance to Smac mimetic induced apoptosis by modulating cIAP-2 expression,Sean L. Petersen; Michael Peyton; John D. Minna; and Xiaodong Wang,Sean L. Petersen,June 29; 2010 ,Medical Sciences,62.0,0,0,0,0
1584,1584,1584,1584,A critical cysteine is required for HMGB1 binding to Toll-like receptor 4 and activation of macrophage cytokine release,Huan Yang; Hulda S. Hreggvidsdottir; Karin Palmblad; Haichao Wang; Mahendar Ochani; Jianhua Li; Ben Lu; Sangeeta Chavan; Mauricio Rosas-Ballina; Yousef Al-Abed; Shizuo Akira; Angelika Bierhaus; Helena Erlandsson-Harris; Ulf Andersson; and Kevin J. Tracey,Huan Yang,June 29; 2010 ,Medical Sciences,376.0,0,0,0,0
1585,1585,1585,1585,Human polynucleotide phosphorylase selectively and preferentially degrades microRNA-221 in human melanoma cells,Swadesh K. Das; Upneet K. Sokhi; Sujit K. Bhutia; Belal Azab; Zhao-zhong Su; Devanand Sarkar; and Paul B. Fisher,Swadesh K. Das,June 29; 2010 ,Medical Sciences,59.0,0,0,0,0
1586,1586,1586,1586,Programmable transdermal drug delivery of nicotine using carbon nanotube membranes,Ji Wu; Kalpana S. Paudel; Caroline Strasinger; Dana Hammell; Audra L. Stinchcomb; and Bruce J. Hinds,Ji Wu,June 29; 2010 ,Medical Sciences,76.0,0,0,0,0
1587,1587,1587,1587,Pattern of retinoblastoma pathway inactivation dictates response to CDK4/6 inhibition in GBM,W. Ruprecht Wiedemeyer; Ian F. Dunn; Steven N. Quayle; Jianhua Zhang; Milan G. Chheda; Gavin P. Dunn; Li Zhuang; Joseph Rosenbluh; Shujuan Chen; Yonghong Xiao; Geoffrey I. Shapiro; William C. Hahn; and Lynda Chin,W. Ruprecht Wiedemeyer,June 22; 2010 ,Medical Sciences,100.0,0,0,0,0
1588,1588,1588,1588,Injectable hydrogel properties influence infarct expansion and extent of postinfarction left ventricular remodeling in an ovine model,Jamie L. Ifkovits; Elena Tous; Masahito Minakawa; Masato Morita; J. Daniel Robb; Kevin J. Koomalsingh; Joseph H. Gorman III; Robert C. Gorman; and Jason A. Burdick,Jamie L. Ifkovits,June 22; 2010 ,Medical Sciences,153.0,0,0,0,0
1589,1589,1589,1589,A constitutively activated form of the p110β isoform of PI3-kinase induces prostatic intraepithelial neoplasia in mice,Sang Hyun Lee; George Poulogiannis; Saumyadipta Pyne; Shidong Jia; Lihua Zou; Sabina Signoretti; Massimo Loda; Lewis Clayton Cantley; and Thomas M. Roberts,Sang Hyun Lee,June 15; 2010 ,Medical Sciences,42.0,0,0,0,0
1590,1590,1590,1590,CXCR4 blockade augments bone marrow progenitor cell recruitment to the neovasculature and reduces mortality after myocardial infarction,Kentaro Jujo; Hiromichi Hamada; Atsushi Iwakura; Tina Thorne; Haruki Sekiguchi; Trevor Clarke; Aiko Ito; Sol Misener; Toshikazu Tanaka; Ekaterina Klyachko; Koichi Kobayashi; Jörn Tongers; Jérôme Roncalli; Yukio Tsurumi; Nobuhisa Hagiwara; and Douglas W. Losordo,Kentaro Jujo,June 15; 2010 ,Medical Sciences,123.0,0,0,0,0
1591,1591,1591,1591,Design of an injectable synthetic and biodegradable surgical biomaterial,Peter N. Zawaneh; Sunil P. Singh; Robert F. Padera; Peter W. Henderson; Jason A. Spector; and David Putnam,Peter N. Zawaneh,June 15; 2010 ,Medical Sciences,35.0,0,0,0,0
1592,1592,1592,1592,Resting-state functional MRI in depression unmasks increased connectivity between networks via the dorsal nexus,Yvette I. Sheline; Joseph L. Price; Zhizi Yan; and Mark A. Mintun,Yvette I. Sheline,June 15; 2010 ,Medical Sciences,474.0,0,0,0,0
1593,1593,1593,1593,Fibroblast-secreted hepatocyte growth factor plays a functional role in esophageal squamous cell carcinoma invasion,Katharine D. Grugan; Charles G. Miller; Yao Yao; Carmen Z. Michaylira; Shinya Ohashi; Andres J. Klein-Szanto; J. Alan Diehl; Meenhard Herlyn; May Han; Hiroshi Nakagawa; and Anil K. Rustgi,Katharine D. Grugan,June 15; 2010 ,Medical Sciences,88.0,0,0,0,0
1594,1594,1594,1594,The HDAC inhibitor LBH589 (panobinostat) is an inhibitory modulator of aromatase gene expression,Shiuan Chen; Jingjing Ye; Ikuko Kijima; and Dean Evans,Shiuan Chen,June 15; 2010 ,Medical Sciences,25.0,0,0,0,0
1595,1595,1595,1595,Complex I deficiency due to loss of Ndufs4 in the brain results in progressive encephalopathy resembling Leigh syndrome,Albert Quintana; Shane E. Kruse; Raj P. Kapur; Elisenda Sanz; and Richard D. Palmiter,Albert Quintana,June 15; 2010 ,Medical Sciences,86.0,0,0,0,0
