title,authors,firstAuthor,date,category,citationNumber
Recognition of tandem PxxP motifs as a unique Src homology 3-binding mode triggers pathogen-driven actin assembly,Olli Aitio; Maarit Hellman; Arunas Kazlauskas; Didier F. Vingadassalom; John M. Leong; Kalle Saksela; and Perttu Permi,Olli Aitio,December 14; 2010 ,Microbiology,37
Microbial excavation of solid carbonates powered by P-type ATPase-mediated transcellular Ca2+ transport,Ferran Garcia-Pichel; Edgardo Ramírez-Reinat; and Qunjie Gao,Ferran Garcia-Pichel,December 14; 2010 ,Microbiology,38
Large-scale identification and translocation of type IV secretion substrates by Coxiella burnetii,Chen Chen; Simran Banga; Katja Mertens; Mary M. Weber; Ivana Gorbaslieva; Yunhao Tan; Zhao-Qing Luo; and James E. Samuel,Chen Chen,December 14; 2010 ,Microbiology,97
Trehalose-recycling ABC transporter LpqY-SugA-SugB-SugC is essential for virulence of Mycobacterium tuberculosis,Rainer Kalscheuer; Brian Weinrick; Usha Veeraraghavan; Gurdyal S. Besra; and William R. Jacobs Jr.,Rainer Kalscheuer,December 14; 2010 ,Microbiology,64
Quorum sensing and a global regulator TsrA control expression of type VI secretion and virulence in Vibrio cholerae,Jun Zheng; Ok S. Shin; D. Ewen Cameron; and John J. Mekalanos,Jun Zheng,December 7; 2010 ,Microbiology,63
Comparative genomics of clinical and environmental Vibrio mimicus,Nur A. Hasan; Christopher J. Grim; Bradd J. Haley; Jongsik Chun; Munirul Alam; Elisa Taviani; Mozammel Hoq; A. Christine Munk; Elizabeth Saunders; Thomas S. Brettin; David C. Bruce; Jean F. Challacombe; J. Chris Detter; Cliff S. Han; Gary Xie; G. Balakrish Nair; Anwar Huq; and Rita R. Colwell,Nur A. Hasan,December 7; 2010 ,Microbiology,23
Conserved mechanism for sensor phosphatase control of two-component signaling revealed in the nitrate sensor NarX,TuAnh Ngoc Huynh; Chris E. Noriega; and Valley Stewart,TuAnh Ngoc Huynh,December 7; 2010 ,Microbiology,45
HIV-1 viral infectivity factor interacts with TP53 to induce G2 cell cycle arrest and positively regulate viral replication,Taisuke Izumi; Katsuhiro Io; Masashi Matsui; Kotaro Shirakawa; Masanobu Shinohara; Yuya Nagai; Masahiro Kawahara; Masayuki Kobayashi; Hiroshi Kondoh; Naoko Misawa; Yoshio Koyanagi; Takashi Uchiyama; and Akifumi Takaori-Kondo,Taisuke Izumi,November 30; 2010 ,Microbiology,40
RNA polymerase mutants found through adaptive evolution reprogram Escherichia coli for optimal growth in minimal media,Tom M. Conrad; Michael Frazier; Andrew R. Joyce; Byung-Kwan Cho; Eric M. Knight; Nathan E. Lewis; Robert Landick; and Bernhard Ø. Palsson,Tom M. Conrad,November 23; 2010 ,Microbiology,76
Salmonella pathogenicity island 2 expression negatively controlled by EIIANtr–SsrB interaction is required for Salmonella virulence,Jeongjoon Choi; Dongwoo Shin; Hyunjin Yoon; Jiae Kim; Chang-Ro Lee; Minjeong Kim; Yeong-Jae Seok; and Sangryeol Ryu,Jeongjoon Choi,November 23; 2010 ,Microbiology,28
Spliced leader–based metatranscriptomic analyses lead to recognition of hidden genomic features in dinoflagellates,Senjie Lin; Huan Zhang; Yunyun Zhuang; Bao Tran; and John Gill,Senjie Lin,November 16; 2010 ,Microbiology,75
Experimental human cytomegalovirus latency in CD14+ monocytes,Danna Hargett and Thomas E. Shenk,Danna Hargett,November 16; 2010 ,Microbiology,74
Whole-genome sequencing and microarray analysis of ex vivo Plasmodium vivax reveal selective pressure on putative drug resistance genes,Neekesh V. Dharia; A. Taylor Bright; Scott J. Westenberger; S. Whitney Barnes; Serge Batalov; Kelli Kuhen; Rachel Borboa; Glenn C. Federe; Colleen M. McClean; Joseph M. Vinetz; Victor Neyra; Alejandro Llanos-Cuentas; John W. Barnwell; John R. Walker; and Elizabeth A. Winzeler,Neekesh V. Dharia,November 16; 2010 ,Microbiology,70
Molecular mechanisms of retroviral integrase inhibition and the evolution of viral resistance,Stephen Hare; Ann M. Vos; Reginald F. Clayton; Jan W. Thuring; Maxwell D. Cummings; and Peter Cherepanov,Stephen Hare,November 16; 2010 ,Microbiology,173
Massively parallel sequencing for monitoring genetic consistency and quality control of live viral vaccines,Alexander Neverov and Konstantin Chumakov,Alexander Neverov,November 16; 2010 ,Microbiology,34
Assembly of a functional Machupo virus polymerase complex,Philip J. Kranzusch; Andreas D. Schenk; Amal A. Rahmeh; Sheli R. Radoshitzky; Sina Bavari; Thomas Walz; and Sean P. J. Whelan,Philip J. Kranzusch,November 16; 2010 ,Microbiology,37
Molecular architecture of the vesicular stomatitis virus RNA polymerase,Amal A. Rahmeh; Andreas D. Schenk; Eric I. Danek; Philip J. Kranzusch; Bo Liang; Thomas Walz; and Sean P. J. Whelan,Amal A. Rahmeh,November 16; 2010 ,Microbiology,47
Commensal bacteria play a role in mating preference of Drosophila melanogaster,Gil Sharon; Daniel Segal; John M. Ringo; Abraham Hefetz; Ilana Zilber-Rosenberg; and Eugene Rosenberg,Gil Sharon,November 16; 2010 ,Microbiology,316
Qualitative and quantitative assessment of meningococcal antigens to evaluate the potential strain coverage of protein-based vaccines,John Donnelly; Duccio Medini; Giuseppe Boccadifuoco; Alessia Biolchi; Joel Ward; Carl Frasch; E. Richard Moxon; Maria Stella; Maurizio Comanducci; Stefania Bambini; Alessandro Muzzi; William Andrews; Jie Chen; George Santos; Laura Santini; Philip Boucher; Davide Serruto; Mariagrazia Pizza; Rino Rappuoli; and Marzia Monica Giuliani,John Donnelly,November 9; 2010 ,Microbiology,177
Identification of a receptor for an extinct virus,Steven J. Soll; Stuart J. D. Neil; and Paul D. Bieniasz,Steven J. Soll,November 9; 2010 ,Microbiology,14
Hypoxia abrogates antichlamydial properties of IFN-γ in human fallopian tube cells in vitro and ex vivo,Anna Roth; Peter König; Ger van Zandbergen; Matthias Klinger; Thomas Hellwig-Bürgel; Walter Däubener; Michael K. Bohlmann; and Jan Rupp,Anna Roth,November 9; 2010 ,Microbiology,33
Giant virus with a remarkable complement of genes infects marine zooplankton,Matthias G. Fischer; Michael J. Allen; William H. Wilson; and Curtis A. Suttle,Matthias G. Fischer,November 9; 2010 ,Microbiology,165
Genome analysis of Bifidobacterium bifidum PRL2010 reveals metabolic pathways for host-derived glycan foraging,Francesca Turroni; Francesca Bottacini; Elena Foroni; Imke Mulder; Jae-Han Kim; Aldert Zomer; Borja Sánchez; Alessandro Bidossi; Alberto Ferrarini; Vanessa Giubellini; Massimo Delledonne; Bernard Henrissat; Pedro Coutinho; Marco Oggioni; Gerald F. Fitzgerald; David Mills; Abelardo Margolles; Denise Kelly; Douwe van Sinderen; and Marco Ventura,Francesca Turroni,November 9; 2010 ,Microbiology,184
The Vibrio cholerae type VI secretion system displays antimicrobial properties,Dana L. MacIntyre; Sarah T. Miyata; Maya Kitaoka; and Stefan Pukatzki,Dana L. MacIntyre,November 9; 2010 ,Microbiology,179
High-throughput identification of compounds targeting influenza RNA-dependent RNA polymerase activity,Ching-Yao Su; Ting-Jen R. Cheng; Meng-I. Lin; Shi-Yun Wang; Wen-I. Huang; Shao-Ying Lin-Chu; Yu-Hou Chen; Chung-Yi Wu; Michael M. C. Lai; Wei-Chieh Cheng; Ying-Ta Wu; Ming-Daw Tsai; Yih-Shyun E. Cheng; and Chi-Huey Wong,Ching-Yao Su,November 9; 2010 ,Microbiology,60
Vaccination with a synthetic peptide from the influenza virus hemagglutinin provides protection against distinct viral subtypes,Taia T. Wang; Gene S. Tan; Rong Hai; Natalie Pica; Lily Ngai; Damian C. Ekiert; Ian A. Wilson; Adolfo García-Sastre; Thomas M. Moran; and Peter Palese,Taia T. Wang,November 2; 2010 ,Microbiology,197
An essential transcription factor; SciP; enhances robustness of Caulobacter cell cycle regulation,Meng How Tan; Jennifer B. Kozdon; Xiling Shen; Lucy Shapiro; and Harley H. McAdams,Meng How Tan,November 2; 2010 ,Microbiology,32
Teichoic acids are temporal and spatial regulators of peptidoglycan cross-linking in Staphylococcus aureus,Magda L. Atilano; Pedro M. Pereira; James Yates; Patricia Reed; Helena Veiga; Mariana G. Pinho; and Sérgio R. Filipe,Magda L. Atilano,November 2; 2010 ,Microbiology,124
Inhibition of pathogen-induced apoptosis by a Coxiella burnetii type IV effector protein,Anja Lührmann; Catarina V. Nogueira; Kimberly L. Carey; and Craig R. Roy,Anja Lührmann,November 2; 2010 ,Microbiology,90
Bacillus anthracis produces membrane-derived vesicles containing biologically active toxins,Johanna Rivera; Radames J. B. Cordero; Antonio S. Nakouzi; Susana Frases; André Nicola; and Arturo Casadevall,Johanna Rivera,November 2; 2010 ,Microbiology,122
Ecosystem-specific selection pressures revealed through comparative population genomics,Maureen L. Coleman and Sallie W. Chisholm,Maureen L. Coleman,October 26; 2010 ,Microbiology,131
Development of the malaria parasite in the skin of the mammalian host,Pascale Gueirard; Joana Tavares; Sabine Thiberge; Florence Bernex; Tomoko Ishino; Genevieve Milon; Blandine Franke–Fayard; Chris J. Janse; Robert Ménard; and Rogerio Amino,Pascale Gueirard,October 26; 2010 ,Microbiology,67
Clostridium thermocellum cellulosomal genes are regulated by extracytoplasmic polysaccharides via alternative sigma factors,Yakir Nataf; Liat Bahari; Hamutal Kahel-Raifer; Ilya Borovok; Raphael Lamed; Edward A. Bayer; Abraham L. Sonenshein; and Yuval Shoham,Yakir Nataf,October 26; 2010 ,Microbiology,56
Dual selection mechanisms drive efficient single-gene reverse genetics for rotavirus,Shane D. Trask; Zenobia F. Taraporewala; Karl W. Boehme; Terence S. Dermody; and John T. Patton,Shane D. Trask,October 26; 2010 ,Microbiology,39
Electrical transport along bacterial nanowires from Shewanella oneidensis MR-1,Mohamed Y. El-Naggar; Greg Wanger; Kar Man Leung; Thomas D. Yuzvinsky; Gordon Southam; Jun Yang; Woon Ming Lau; Kenneth H. Nealson; and Yuri A. Gorby,Mohamed Y. El-Naggar,October 19; 2010 ,Microbiology,257
Bifidobacterium animalis subsp. lactis fermented milk product reduces inflammation by altering a niche for colitogenic microbes,Patrick Veiga; Carey Ann Gallini; Chloé Beal; Monia Michaud; Mary L. Delaney; Andrea DuBois; Artem Khlebnikov; Johan E.T. van Hylckama Vlieg; Shivesh Punit; Jonathan N. Glickman; Andrew Onderdonk; Laurie H. Glimcher; and Wendy S. Garrett,Patrick Veiga,October 19; 2010 ,Microbiology,109
Bacterial Na+-translocating ferredoxin:NAD+ oxidoreductase,Eva Biegel and Volker Müller,Eva Biegel,October 19; 2010 ,Microbiology,126
Circadian CLOCK histone acetyl transferase localizes at ND10 nuclear bodies and enables herpes simplex virus gene expression,Maria Kalamvoki and Bernard Roizman,Maria Kalamvoki,October 12; 2010 ,Microbiology,51
Dissemination of invasive Salmonella via bacterial-induced extrusion of mucosal epithelia,Leigh A. Knodler; Bruce A. Vallance; Jean Celli; Seth Winfree; Bryan Hansen; Marinieve Montero; and Olivia Steele-Mortimer,Leigh A. Knodler,October 12; 2010 ,Microbiology,152
Secretion of a bacterial virulence factor is driven by the folding of a C-terminal segment,Janine H. Peterson; Pu Tian; Raffaele Ieva; Nathalie Dautin; and Harris D. Bernstein,Janine H. Peterson,October 12; 2010 ,Microbiology,65
Organization and coordinated assembly of the type III secretion export apparatus,Samuel Wagner; Lisa Königsmaier; María Lara-Tejero; Matthew Lefebre; Thomas C. Marlovits; and Jorge E. Galán,Samuel Wagner,October 12; 2010 ,Microbiology,60
Deletion of the Cel48S cellulase from Clostridium thermocellum,Daniel G. Olson; Shital A. Tripathi; Richard J. Giannone; Jonathan Lo; Nicky C. Caiazza; David A. Hogsett; Robert L. Hettich; Adam M. Guss; Genia Dubrovsky; and Lee R. Lynd,Daniel G. Olson,October 12; 2010 ,Microbiology,72
Periplasmic domain of the sensor-kinase BvgS reveals a new paradigm for the Venus flytrap mechanism,Julien Herrou; Coralie Bompard; René Wintjens; Elian Dupré; Eve Willery; Vincent Villeret; Camille Locht; Rudy Antoine; and Françoise Jacob-Dubuisson,Julien Herrou,October 5; 2010 ,Microbiology,29
The Listeria monocytogenes InlC protein interferes with innate immune responses by targeting the IκB kinase subunit IKKα,Edith Gouin; Minou Adib-Conquy; Damien Balestrino; Marie-Anne Nahori; Véronique Villiers; Frédéric Colland; Shaynoor Dramsi; Olivier Dussurget; and Pascale Cossart,Edith Gouin,October 5; 2010 ,Microbiology,54
Dengue virus nonstructural protein 3 redistributes fatty acid synthase to sites of viral replication and increases cellular fatty acid synthesis,Nicholas S. Heaton; Rushika Perera; Kristi L. Berger; Sudip Khadka; Douglas J. LaCount; Richard J. Kuhn; and Glenn Randall,Nicholas S. Heaton,October 5; 2010 ,Microbiology,207
Rigid amphipathic fusion inhibitors; small molecule antiviral compounds against enveloped viruses,Mireille R. St.Vincent; Che C. Colpitts; Alexey V. Ustinov; Muhammad Muqadas; Michael A. Joyce; Nicola L. Barsby; Raquel F. Epand; Richard M. Epand; Stanislav A. Khramyshev; Olga A. Valueva; Vladimir A. Korshun; D. Lorne J. Tyrrell; and Luis M. Schang,Mireille R. St.Vincent,October 5; 2010 ,Microbiology,66
Inducible expression eliminates the fitness cost of vancomycin resistance in enterococci,Marie-Laure Foucault; Florence Depardieu; Patrice Courvalin; and Catherine Grillot-Courvalin,Marie-Laure Foucault,September 28; 2010 ,Microbiology,68
Cell adhesion-dependent membrane trafficking of a binding partner for the ebolavirus glycoprotein is a determinant of viral entry,Derek Dube; Kathryn L. Schornberg; Charles J. Shoemaker; Sue E. Delos; Tzanko S. Stantchev; Kathleen A. Clouse; Christopher C. Broder; and Judith M. White,Derek Dube,September 21; 2010 ,Microbiology,21
Dual stage synthesis and crucial role of cytoadherence-linked asexual gene 9 in the surface expression of malaria parasite var proteins,Suchi Goel; Manojkumar Valiyaveettil; Rajeshwara N. Achur; Atul Goyal; Denise Mattei; Ali Salanti; Katharine R. Trenholme; Donald L. Gardiner; and D. Channe Gowda,Suchi Goel,September 21; 2010 ,Microbiology,14
Identification of a gene essential for protoporphyrinogen IX oxidase activity in the cyanobacterium Synechocystis sp. PCC6803,Kazushige Kato; Ryouichi Tanaka; Shinsuke Sano; Ayumi Tanaka; and Hideo Hosaka,Kazushige Kato,September 21; 2010 ,Microbiology,28
A Trojan horse mechanism of bacterial pathogenesis against nematodes,Qiuhong Niu; Xiaowei Huang; Lin Zhang; Jianping Xu; Dongmei Yang; Kangbi Wei; Xuemei Niu; Zhiqiang An; Joan Wennstrom Bennett; Chenggang Zou; Jinkui Yang; and Ke-Qin Zhang,Qiuhong Niu,September 21; 2010 ,Microbiology,60
Imaging mass spectrometry of intraspecies metabolic exchange revealed the cannibalistic factors of Bacillus subtilis,Wei-Ting Liu; Yu-Liang Yang; Yuquan Xu; Anne Lamsa; Nina M. Haste; Jane Y. Yang; Julio Ng; David Gonzalez; Craig D. Ellermeier; Paul D. Straight; Pavel A. Pevzner; Joe Pogliano; Victor Nizet; Kit Pogliano; and Pieter C. Dorrestein,Wei-Ting Liu,September 14; 2010 ,Microbiology,101
Membrane-shaping host reticulon proteins play crucial roles in viral RNA replication compartment formation and function,Arturo Diaz; Xiaofeng Wang; and Paul Ahlquist,Arturo Diaz,September 14; 2010 ,Microbiology,84
Genome mining and genetic analysis of cypemycin biosynthesis reveal an unusual class of posttranslationally modified peptides,Jan Claesen and Mervyn Bibb,Jan Claesen,September 14; 2010 ,Microbiology,55
Preference of RIG-I for short viral RNA molecules in infected cells revealed by next-generation sequencing,Alina Baum; Ravi Sachidanandam; and Adolfo García-Sastre,Alina Baum,September 14; 2010 ,Microbiology,204
Tracking; tuning; and terminating microbial physiology using synthetic riboregulators,Jarred M. Callura; Daniel J. Dwyer; Farren J. Isaacs; Charles R. Cantor; and James J. Collins,Jarred M. Callura,September 7; 2010 ,Microbiology,99
Disruption of HDAC/CoREST/REST repressor by dnREST reduces genome silencing and increases virulence of herpes simplex virus,Te Du; Guoying Zhou; Shaniya Khan; Haidong Gu; and Bernard Roizman,Te Du,September 7; 2010 ,Microbiology,39
Structure-based modeling of the functional HIV-1 intasome and its inhibition,Lavanya Krishnan; Xiang Li; Hema L. Naraharisetty; Stephen Hare; Peter Cherepanov; and Alan Engelman,Lavanya Krishnan,September 7; 2010 ,Microbiology,139
Heterodimeric integrin complexes containing β1-integrin promote internalization and lethality of anthrax toxin,Mikhail Martchenko; Sun-Young Jeong; and Stanley N. Cohen,Mikhail Martchenko,August 31; 2010 ,Microbiology,38
Humanized nonobese diabetic-scid IL2rγnull mice are susceptible to lethal Salmonella Typhi infection,Stephen J. Libby; Michael A. Brehm; Dale L. Greiner; Leonard D. Shultz; Michael McClelland; Kelly D. Smith; Brad T. Cookson; Joyce E. Karlinsey; Traci L. Kinkel; Steffen Porwollik; Rocio Canals; Lisa A. Cummings; and Ferric C. Fang,Stephen J. Libby,August 31; 2010 ,Microbiology,75
Mutagenic potency of Helicobacter pylori in the gastric mucosa of mice is determined by sex and duration of infection,Alexander Sheh; Chung Wei Lee; Kenichi Masumura; Barry H. Rickman; Takehiko Nohmi; Gerald N. Wogan; James G. Fox; and David B. Schauer,Alexander Sheh,August 24; 2010 ,Microbiology,21
A small RNA promotes siderophore production through transcriptional and metabolic remodeling,Hubert Salvail; Pascale Lanthier-Bourbonnais; Jason Michael Sobota; Mélissa Caza; Julie-Anna M. Benjamin; Martha Eugènia Sequeira Mendieta; François Lépine; Charles M. Dozois; James Imlay; and Eric Massé,Hubert Salvail,August 24; 2010 ,Microbiology,53
Trimethylguanosine capping selectively promotes expression of Rev-dependent HIV-1 RNAs,Venkat S. R. K. Yedavalli and Kuan-Teh Jeang,Venkat S. R. K. Yedavalli,August 17; 2010 ,Microbiology,36
Adaptation to herbivory by the Tammar wallaby includes bacterial and glycoside hydrolase profiles different from other herbivores,P. B. Pope; S. E. Denman; M. Jones; S. G. Tringe; K. Barry; S. A. Malfatti; A. C. McHardy; J.-F. Cheng; P. Hugenholtz; C. S. McSweeney; and M. Morrison,P. B. Pope,August 17; 2010 ,Microbiology,117
Longitudinal shift in diabetic wound microbiota correlates with prolonged skin defense response,Elizabeth A. Grice; Evan S. Snitkin; Laura J. Yockey; Dustin M. Bermudez; NISC Comparative Sequencing Program; Kenneth W. Liechty; and Julia A. Segre,Elizabeth A. Grice,August 17; 2010 ,Microbiology,94
Intermolecular associations determine the dynamics of the circadian KaiABC oscillator,Ximing Qin; Mark Byrne; Tetsuya Mori; Ping Zou; Dewight R. Williams; Hassane Mchaourab; and Carl Hirschie Johnson,Ximing Qin,August 17; 2010 ,Microbiology,48
Hydration-controlled bacterial motility and dispersal on surfaces,Arnaud Dechesne; Gang Wang; Gamze Gülez; Dani Or; and Barth F. Smets,Arnaud Dechesne,August 10; 2010 ,Microbiology,79
