,Unnamed: 0,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid,genders,gendersProbability
1816,1816,Longitudinal shift in diabetic wound microbiota correlates with prolonged skin defense response,Elizabeth A. Grice; Evan S. Snitkin; Laura J. Yockey; Dustin M. Bermudez; NISC Comparative Sequencing Program; Kenneth W. Liechty; and Julia A. Segre,Elizabeth A. Grice,August 17; 2010 ,Microbiology,94.0,28,"(1388, 3, 462.6666666666667)",2-s2.0-78049236611,6507663126.0,female,"{'male': 1.2643784685906212e-08, 'female': 0.9999999873562153}"
1817,1817,Intermolecular associations determine the dynamics of the circadian KaiABC oscillator,Ximing Qin; Mark Byrne; Tetsuya Mori; Ping Zou; Dewight R. Williams; Hassane Mchaourab; and Carl Hirschie Johnson,Ximing Qin,August 17; 2010 ,Microbiology,48.0,9,"(25, 1, 25.0)",2-s2.0-77957054558,16239923400.0,unknown,"{'male': 1.0, 'female': 0.0}"
1818,1818,Hydration-controlled bacterial motility and dispersal on surfaces,Arnaud Dechesne; Gang Wang; Gamze Gülez; Dani Or; and Barth F. Smets,Arnaud Dechesne,August 10; 2010 ,Microbiology,79.0,18,"(69, 3, 23.0)",2-s2.0-77956274591,10040929200.0,male,"{'male': 1.0, 'female': 0.0}"
1819,1819,Protein damage and death by radiation in Escherichia coli and Deinococcus radiodurans,Anita Krisko and Miroslav Radman,Anita Krisko,August 10; 2010 ,Microbiology,117.0,12,"(38, 2, 19.0)",2-s2.0-77956269639,57203616500.0,female,"{'male': 6.137142918305472e-07, 'female': 0.9999993862857082}"
1820,1820,Isolation of viable Plasmodium falciparum merozoites to define erythrocyte invasion events and advance vaccine and drug development,Michelle J. Boyle; Danny W. Wilson; Jack S. Richards; David T. Riglar; Kevin K. A. Tetteh; David J. Conway; Stuart A. Ralph; Jake Baum; and James G. Beeson,Michelle J. Boyle,August 10; 2010 ,Microbiology,138.0,16,"(276, 3, 92.0)",2-s2.0-77956274903,23481215300.0,female,"{'male': 0.0001659205590840429, 'female': 0.999834079440916}"
1821,1821,Phages have adapted the same protein fold to fulfill multiple functions in virion assembly,Lia Cardarelli; Lisa G. Pell; Philipp Neudecker; Nawaz Pirani; Amanda Liu; Lindsay A. Baker; John L. Rubinstein; Karen L. Maxwell; and Alan R. Davidson,Lia Cardarelli,August 10; 2010 ,Microbiology,14.0,5,"(0, 0, 0)",2-s2.0-77956281220,35174363000.0,female,"{'male': 4.748096671391977e-06, 'female': 0.9999952519033286}"
1822,1822,Bacterial phenylalanine and phenylacetate catabolic pathway revealed,R. Teufel; V. Mascaraque; W. Ismail; M. Voss; J. Perera; W. Eisenreich; W. Haehnel; and G. Fuchs,R. Teufel,August 10; 2010 ,Microbiology,120.0,10,"(47, 1, 47.0)",2-s2.0-77956292377,27267951400.0,unknown,"{'male': 1.0, 'female': 0.0}"
1823,1823,Redox sensor SsrB Cys203 enhances Salmonella fitness against nitric oxide generated in the host immune response to oral infection,Maroof Husain; Jessica Jones-Carson; Miryoung Song; Bruce D. McCollister; Travis J. Bourret; and Andrés Vázquez-Torres,Maroof Husain,August 10; 2010 ,Microbiology,24.0,-1,0,0,0.0,unknown,"{'male': 1.0, 'female': 0.0}"
1824,1824,Spontaneous generation of mammalian prions,Julie A. Edgeworth; Nathalie Gros; Jack Alden; Susan Joiner; Jonathan D. F. Wadsworth; Jackie Linehan; Sebastian Brandner; Graham S. Jackson; Charles Weissmann; and John Collinge,Julie A. Edgeworth,August 10; 2010 ,Microbiology,25.0,7,"(45, 1, 45.0)",2-s2.0-77956276348,26326224800.0,female,"{'male': 4.257240107108373e-06, 'female': 0.9999957427598929}"
1825,1825,Beta toxin catalyzes formation of nucleoprotein matrix in staphylococcal biofilms,Medora J. Huseby; Andrew C. Kruse; Jeff Digre; Petra L. Kohler; Jillian A. Vocke; Ethan E. Mann; Kenneth W. Bayles; Gregory A. Bohach; Patrick M. Schlievert; Douglas H. Ohlendorf; and Cathleen A. Earhart,Medora J. Huseby,August 10; 2010 ,Microbiology,83.0,3,"(0, 0, 0)",2-s2.0-77956276034,35082144500.0,unknown,"{'male': 2.008770572103913e-08, 'female': 0.9999999799122943}"
1826,1826,Diverse styles of submarine venting on the ultraslow spreading Mid-Cayman Rise,C. R. German; A. Bowen; M. L. Coleman; D. L. Honig; J. A. Huber; M. V. Jakuba; J. C. Kinsey; M. D. Kurz; S. Leroy; J. M. McDermott; B. Mercier de Lépinay; K. Nakamura; J. S. Seewald; J. L. Smith; S. P. Sylva; C. L. Van Dover; L. L. Whitcomb; and D. R. Yoerger,C. R. German,August 10; 2010 ,Microbiology,82.0,55,"(717, 12, 59.75)",2-s2.0-77956293333,7004994297.0,unknown,"{'male': 1.0, 'female': 0.0}"
1827,1827,Length control of the injectisome needle requires only one molecule of Yop secretion protein P (YscP),Stefanie Wagner; Marco Stenta; Lisa C. Metzger; Matteo Dal Peraro; and Guy R. Cornelis,Stefanie Wagner,August 3; 2010 ,Microbiology,22.0,4,"(63, 2, 31.5)",2-s2.0-77956386626,56413894000.0,female,"{'male': 3.574934453354217e-06, 'female': 0.9999964250655466}"
1828,1828,Coexistence of two adamantane binding sites in the influenza A M2 ion channel,Matthew R. Rosenberg and Marco G. Casarotto,Matthew R. Rosenberg,August 3; 2010 ,Microbiology,52.0,2,"(0, 0, 0)",2-s2.0-77956383657,36462639400.0,male,"{'male': 1.0, 'female': 0.0}"
1829,1829,Role of a disintegrin and metalloprotease 10 in Staphylococcus aureus α-hemolysin–mediated cellular injury,Georgia A. Wilke and Juliane Bubeck Wardenburg,Georgia A. Wilke,July 27; 2010 ,Microbiology,189.0,2,"(0, 0, 0)",2-s2.0-77955783248,57196568839.0,female,"{'male': 1.6323902229942178e-08, 'female': 0.9999999836760978}"
1830,1830,A Nitrospira metagenome illuminates the physiology and evolution of globally important nitrite-oxidizing bacteria,Sebastian Lücker; Michael Wagner; Frank Maixner; Eric Pelletier; Hanna Koch; Benoit Vacherie; Thomas Rattei; Jaap S. Sinninghe Damsté; Eva Spieck; Denis Le Paslier; and Holger Daims,Sebastian Lücker,July 27; 2010 ,Microbiology,235.0,15,"(101, 2, 50.5)",2-s2.0-77955791222,55922148500.0,male,"{'male': 0.9999696016311646, 'female': 3.039836883544922e-05}"
1831,1831,Essential genes from Arctic bacteria used to construct stable; temperature-sensitive bacterial vaccines,Barry N. Duplantis; Milan Osusky; Crystal L. Schmerk; Darrell R. Ross; Catharine M. Bosio; and Francis E. Nano,Barry N. Duplantis,July 27; 2010 ,Microbiology,14.0,7,"(157, 4, 39.25)",2-s2.0-77955795379,24436589400.0,male,"{'male': 1.0, 'female': 0.0}"
1832,1832,Microbisporicin gene cluster reveals unusual features of lantibiotic biosynthesis in actinomycetes,Lucy C. Foulston and Mervyn J. Bibb,Lucy C. Foulston,July 27; 2010 ,Microbiology,81.0,10,"(0, 0, 0)",2-s2.0-77955814236,16244445400.0,female,"{'male': 1.2990145478397608e-05, 'female': 0.9999870098545216}"
1833,1833,Structural organization of the functional domains of Clostridium difficile toxins A and B,Rory N. Pruitt; Melissa G. Chambers; Kenneth K.-S. Ng; Melanie D. Ohi; and D. Borden Lacy,Rory N. Pruitt,July 27; 2010 ,Microbiology,69.0,8,"(71, 1, 71.0)",2-s2.0-77955782233,56059960100.0,male,"{'male': 0.9999890327453613, 'female': 1.0967254638671875e-05}"
1834,1834,Detailed structural and assembly model of the type II secretion pilus from sparse data,Manuel Campos; Michaël Nilges; David A. Cisneros; and Olivera Francetic,Manuel Campos,July 20; 2010 ,Microbiology,44.0,11,"(0, 0, 0)",2-s2.0-77955628595,57197132763.0,male,"{'male': 0.9999845027923584, 'female': 1.5497207641601562e-05}"
1835,1835,Clostridium ljungdahlii represents a microbial production platform based on syngas,Michael Köpke; Claudia Held; Sandra Hujer; Heiko Liesegang; Arnim Wiezer; Antje Wollherr; Armin Ehrenreich; Wolfgang Liebl; Gerhard Gottschalk; and Peter Dürre,Michael Köpke,July 20; 2010 ,Microbiology,254.0,14,"(0, 0, 0)",2-s2.0-77957110797,25628006700.0,male,"{'male': 0.9998794794082642, 'female': 0.00012052059173583984}"
1836,1836,Essential roles for imuA′- and imuB-encoded accessory factors in DnaE2-dependent mutagenesis in Mycobacterium tuberculosis,Digby F. Warner; Duduzile E. Ndwandwe; Garth L. Abrahams; Bavesh D. Kana; Edith E. Machowski; Česlovas Venclovas; and Valerie Mizrahi,Digby F. Warner,July 20; 2010 ,Microbiology,40.0,19,"(151, 4, 37.75)",2-s2.0-77955632920,7201614021.0,unknown,"{'male': 1.0, 'female': 0.0}"
1837,1837,Osmotically induced synthesis of the dipeptide N-acetylglutaminylglutamine amide is mediated by a new pathway conserved among bacteria,Brice Sagot; Marc Gaysinski; Mohamed Mehiri; Jean-Marie Guigonis; Daniel Le Rudulier; and Geneviève Alloing,Brice Sagot,July 13; 2010 ,Microbiology,20.0,2,"(0, 0, 0)",2-s2.0-77955459128,14630883200.0,male,"{'male': 0.9998733997344971, 'female': 0.0001266002655029297}"
1838,1838,Human antibodies reveal a protective epitope that is highly conserved among human and nonhuman influenza A viruses,Andres G. Grandea III; Ole A. Olsen; Thomas C. Cox; Mark Renshaw; Philip W. Hammond; Po-Ying Chan-Hui; Jennifer L. Mitcham; Witold Cieplak; Shaun M. Stewart; Michael L. Grantham; Andrew Pekosz; Maki Kiso; Kyoko Shinya; Masato Hatta; Yoshihiro Kawaoka; and Matthew Moyle,Andres G. Grandea III,July 13; 2010 ,Microbiology,73.0,21,"(0, 0, 0)",2-s2.0-77955434077,6601961565.0,male,"{'male': 1.0, 'female': 0.0}"
1839,1839,YbdG in Escherichia coli is a threshold-setting mechanosensitive channel with MscM activity,Ulrike Schumann; Michelle D. Edwards; Tim Rasmussen; Wendy Bartlett; Pieter van West; and Ian R. Booth,Ulrike Schumann,July 13; 2010 ,Microbiology,54.0,11,"(689, 1, 689.0)",2-s2.0-77955459309,16176492500.0,female,"{'male': 0.00052494095871225, 'female': 0.9994750590412878}"
1840,1840,Nonconsecutive disulfide bond formation in an essential integral outer membrane protein,Natividad Ruiz; Shu-Sin Chng; Annie Hiniker; Daniel Kahne; and Thomas J. Silhavy,Natividad Ruiz,July 6; 2010 ,Microbiology,57.0,28,"(474, 5, 94.8)",2-s2.0-77955463665,36086789700.0,female,"{'male': 0.2887061834335327, 'female': 0.7112938165664673}"
1841,1841,Adenovirus 12 E4orf6 inhibits ATR activation by promoting TOPBP1 degradation,Andrew N. Blackford; Rakesh N. Patel; Natalie A. Forrester; Kathrin Theil; Peter Groitl; Grant S. Stewart; A. Malcolm R. Taylor; Iain M. Morgan; Thomas Dobner; Roger J. A. Grand; and Andrew S. Turnell,Andrew N. Blackford,July 6; 2010 ,Microbiology,50.0,17,"(131, 4, 32.75)",2-s2.0-77955448692,24474300000.0,male,"{'male': 1.0, 'female': 0.0}"
1842,1842,Subgenomic messenger RNA amplification in coronaviruses,Hung-Yi Wu and David A. Brian,Hung-Yi Wu,July 6; 2010 ,Microbiology,18.0,6,"(0, 0, 0)",2-s2.0-77955462625,57129185200.0,unknown,"{'male': 0.9427027106285095, 'female': 0.05729728937149048}"
1843,1843,Desulfovibrio magneticus RS-1 contains an iron- and phosphorus-rich organelle distinct from its bullet-shaped magnetosomes,Meghan E. Byrne; David A. Ball; Jean-Luc Guerquin-Kern; Isabelle Rouiller; Ting-Di Wu; Kenneth H. Downing; Hojatollah Vali; and Arash Komeili,Meghan E. Byrne,July 6; 2010 ,Microbiology,39.0,-1,0,0,0.0,female,"{'male': 5.041876960376612e-08, 'female': 0.9999999495812304}"
1844,1844,Mechanism of chromosomal transfer of Enterococcus faecalis pathogenicity island; capsule; antimicrobial resistance; and other traits,Janet M. Manson; Lynn E. Hancock; and Michael S. Gilmore,Janet M. Manson,July 6; 2010 ,Microbiology,75.0,12,"(17, 1, 17.0)",2-s2.0-77955437271,35613486200.0,female,"{'male': 7.0718959932492e-07, 'female': 0.9999992928104007}"
1845,1845,Mycobacterium tuberculosis persistence mutants identified by screening in isoniazid-treated mice,Neeraj Dhar and John D. McKinney,Neeraj Dhar,July 6; 2010 ,Microbiology,43.0,25,"(437, 3, 145.66666666666666)",2-s2.0-77955447693,35483448400.0,mostly_male,"{'male': 1.0, 'female': 0.0}"
1846,1846,Membrane potential is important for bacterial cell division,Henrik Strahl and Leendert W. Hamoen,Henrik Strahl,July 6; 2010 ,Microbiology,172.0,10,"(52, 2, 26.0)",2-s2.0-77955449195,25229153800.0,male,"{'male': 0.9999663829803467, 'female': 3.361701965332031e-05}"
1847,1847,Retroviral Rem protein requires processing by signal peptidase and retrotranslocation for nuclear function,Hyewon Byun; Nimita Halani; Jennifer A. Mertz; Almas F. Ali; Mary M. Lozano; and Jaquelin P. Dudley,Hyewon Byun,July 6; 2010 ,Microbiology,17.0,4,"(17, 1, 17.0)",2-s2.0-77955457544,35094978600.0,unknown,"{'male': 0.05947674810886383, 'female': 0.9405232518911362}"
1848,1848,Expansion of the target of rapamycin (TOR) kinase family and function in Leishmania shows that TOR3 is required for acidocalcisome biogenesis and animal infectivity,Luciana Madeira da Silva and Stephen M. Beverley,Luciana Madeira da Silva,June 29; 2010 ,Microbiology,38.0,1,"(0, 0, 0)",2-s2.0-77955391772,57195694911.0,female,"{'male': 2.3355590883511468e-07, 'female': 0.9999997664440912}"
1849,1849,Delivery mode shapes the acquisition and structure of the initial microbiota across multiple body habitats in newborns,Maria G. Dominguez-Bello; Elizabeth K. Costello; Monica Contreras; Magda Magris; Glida Hidalgo; Noah Fierer; and Rob Knight,Maria G. Dominguez-Bello,June 29; 2010 ,Microbiology,1364.0,28,"(118, 5, 23.6)",2-s2.0-77955386857,6701852797.0,female,"{'male': 2.800365166422125e-07, 'female': 0.9999997199634834}"
1850,1850,Trans locus inhibitors limit concomitant polysaccharide synthesis in the human gut symbiont Bacteroides fragilis,Maria Chatzidaki-Livanis; Katja G. Weinacht; and Laurie E. Comstock,Maria Chatzidaki-Livanis,June 29; 2010 ,Microbiology,19.0,11,"(179, 4, 44.75)",2-s2.0-77955345887,16051932300.0,female,"{'male': 0.0003088040684815496, 'female': 0.9996911959315185}"
1851,1851,A type III-like restriction endonuclease functions as a major barrier to horizontal gene transfer in clinical Staphylococcus aureus strains,Anna R. Corvaglia; Patrice François; David Hernandez; Karl Perron; Patrick Linder; and Jacques Schrenzel,Anna R. Corvaglia,June 29; 2010 ,Microbiology,71.0,7,"(92, 3, 30.666666666666668)",2-s2.0-77955350733,24764780300.0,female,"{'male': 3.066253384531592e-08, 'female': 0.9999999693374662}"
1852,1852,Bacteria dispersal by hitchhiking on zooplankton,Hans-Peter Grossart; Claudia Dziallas; Franziska Leunert; and Kam W. Tang,Hans-Peter Grossart,June 29; 2010 ,Microbiology,67.0,49,"(592, 19, 31.157894736842106)",2-s2.0-77955406103,6701843345.0,unknown,"{'male': 1.0, 'female': 0.0}"
1853,1853,Carbon dioxide fixation as a central redox cofactor recycling mechanism in bacteria,James B. McKinlay and Caroline S. Harwood,James B. McKinlay,June 29; 2010 ,Microbiology,112.0,15,"(65, 1, 65.0)",2-s2.0-77955388615,7006004861.0,male,"{'male': 1.0, 'female': 0.0}"
1854,1854,Common biosynthetic origins for polycyclic tetramate macrolactams from phylogenetically diverse bacteria,Joshua A. V. Blodgett; Dong-Chan Oh; Shugeng Cao; Cameron R. Currie; Roberto Kolter; and Jon Clardy,Joshua A. V. Blodgett,June 29; 2010 ,Microbiology,76.0,9,"(110, 2, 55.0)",2-s2.0-77955354717,22982756100.0,male,"{'male': 1.0, 'female': 0.0}"
1855,1855,Simultaneous high-resolution analysis of vaccinia virus and host cell transcriptomes by deep RNA sequencing,Zhilong Yang; Daniel P. Bruno; Craig A. Martens; Stephen F. Porcella; and Bernard Moss,Zhilong Yang,June 22; 2010 ,Microbiology,96.0,8,"(16, 1, 16.0)",2-s2.0-77954934610,16433140400.0,unknown,"{'male': 0.9962841868400574, 'female': 0.003715813159942627}"
1856,1856,Engineered RNA viral synthesis of microRNAs,Andrew Varble; Mark A. Chua; Jasmine T. Perez; Balaji Manicassamy; Adolfo García-Sastre; and Benjamin R. tenOever,Andrew Varble,June 22; 2010 ,Microbiology,53.0,10,"(0, 0, 0)",2-s2.0-77954927642,36186100000.0,male,"{'male': 0.9999966621398926, 'female': 3.337860107421875e-06}"
1857,1857,Analysis of in vivo dynamics of influenza virus infection in mice using a GFP reporter virus,Balaji Manicassamy; Santhakumar Manicassamy; Alan Belicha-Villanueva; Giuseppe Pisanelli; Bali Pulendran; and Adolfo García-Sastre,Balaji Manicassamy,June 22; 2010 ,Microbiology,197.0,24,"(74, 3, 24.666666666666668)",2-s2.0-77954889069,6506285821.0,unknown,"{'male': 1.0, 'female': 0.0}"
1858,1858,Escherichia coli induces DNA damage in vivo and triggers genomic instability in mammalian cells,Gabriel Cuevas-Ramos; Claude R. Petit; Ingrid Marcq; Michèle Boury; Eric Oswald; and Jean-Philippe Nougayrède,Gabriel Cuevas-Ramos,June 22; 2010 ,Microbiology,225.0,6,"(36, 1, 36.0)",2-s2.0-77954730486,36184976500.0,male,"{'male': 1.0, 'female': 0.0}"
1859,1859,Visualizing high error levels during gene expression in living bacterial cells,Mor Meyerovich; Gideon Mamou; and Sigal Ben-Yehuda,Mor Meyerovich,June 22; 2010 ,Microbiology,48.0,2,"(0, 0, 0)",2-s2.0-77954918654,13409090100.0,male,"{'male': 0.680497407913208, 'female': 0.319502592086792}"
1860,1860,Enhanced hepatitis C virus genome replication and lipid accumulation mediated by inhibition of AMP-activated protein kinase,Jamel Mankouri; Philip R. Tedbury; Sarah Gretton; Mair E. Hughes; Stephen D. C. Griffin; Mark. L. Dallas; Kevin A. Green; D. Grahame Hardie; Chris Peers; and Mark Harris,Jamel Mankouri,June 22; 2010 ,Microbiology,74.0,14,"(91, 4, 22.75)",2-s2.0-77954902957,24587794600.0,male,"{'male': 0.9999973773956299, 'female': 2.6226043701171875e-06}"
1861,1861,Influenza A virus-generated small RNAs regulate the switch from transcription to replication,Jasmine T. Perez; Andrew Varble; Ravi Sachidanandam; Ivan Zlatev; Muthiah Manoharan; Adolfo García-Sastre; and Benjamin R. tenOever,Jasmine T. Perez,June 22; 2010 ,Microbiology,98.0,7,"(97, 1, 97.0)",2-s2.0-77954912141,35094427200.0,female,"{'male': 9.851012691797223e-06, 'female': 0.9999901489873082}"
1862,1862,Metal-induced conformational changes in ZneB suggest an active role of membrane fusion proteins in efflux resistance systems,Fabien De Angelis; John K. Lee; Joseph D. O'Connell III; Larry J. W. Miercke; Koen H. Verschueren; Vasundara Srinivasan; Cédric Bauvois; Cédric Govaerts; Rebecca A. Robbins; Jean-Marie Ruysschaert; Robert M. Stroud; and Guy Vandenbussche,Fabien De Angelis,June 15; 2010 ,Microbiology,31.0,3,"(0, 0, 0)",2-s2.0-77954656149,36503703500.0,male,"{'male': 1.0, 'female': 0.0}"
1863,1863,Puzzling inefficiency of H5N1 influenza vaccines in Egyptian poultry,Jeong-Ki Kim; Ghazi Kayali; David Walker; Heather L. Forrest; Ali H. Ellebedy; Yolanda S. Griffin; Adam Rubrum; Mahmoud M. Bahgat; M. A. Kutkat; M. A. A. Ali; Jerry R. Aldridge; Nicholas J. Negovetich; Scott Krauss; Richard J. Webby; and Robert G. Webster,Jeong-Ki Kim,June 15; 2010 ,Microbiology,55.0,20,"(370, 11, 33.63636363636363)",2-s2.0-77954645114,11139429600.0,unknown,"{'male': 0.9999382495880127, 'female': 6.175041198730469e-05}"
1864,1864,Protein complexing in a methanogen suggests electron bifurcation and electron delivery from formate to heterodisulfide reductase,Kyle C. Costa; Phoebe M. Wong; Tiansong Wang; Thomas J. Lie; Jeremy A. Dodsworth; Ingrid Swanson; June A. Burn; Murray Hackett; and John A. Leigh,Kyle C. Costa,June 15; 2010 ,Microbiology,80.0,11,"(106, 3, 35.333333333333336)",2-s2.0-77954636353,24447827100.0,mostly_female,"{'male': 1.0, 'female': 0.0}"
1865,1865,Olfactomedin 4 down-regulates innate immunity against Helicobacter pylori infection,Wenli Liu; Ming Yan; Yueqin Liu; Ruihong Wang; Cuiling Li; Chuxia Deng; Aparna Singh; William G. Coleman Jr.; and Griffin P. Rodgers,Wenli Liu,June 15; 2010 ,Microbiology,54.0,2,"(0, 0, 0)",2-s2.0-77954639610,55584806063.0,unknown,"{'male': 0.0003904867626260966, 'female': 0.9996095132373739}"
